,AG,AI_AR,BL_BS,BE_JU,FR,GE_VD,GL,GR,LU,NE,NW_OW_UR,SG,SH_ZH,SZ_ZG,SO,TG,TI,VS
2015-01-09 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-10 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-10 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-10 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-10 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-10 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-10 05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-10 06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-10 07:00,0,0,0,0,0,0,0,0.005,0,0,0.002018396,0,0,0,0,0,0.054,0.004
2015-01-10 08:00,0.015,0.009,0.021333514,0.015616799,0.011,0.006838432,0.01,0.038,0.012,0.008,0.025190091,0.009,0.010294382,0.011,0.019,0.01,0.186,0.039
2015-01-10 09:00,0.041,0.025415122,0.045400216,0.04212336,0.028,0.014919216,0.031,0.079,0.04,0.021,0.061175277,0.024,0.030411237,0.035,0.046,0.025,0.3,0.072
2015-01-10 10:00,0.086,0.067415122,0.085133405,0.091629921,0.064,0.039919216,0.093,0.149,0.106,0.06,0.132829336,0.062,0.076908992,0.1003347,0.095,0.066,0.357,0.099
2015-01-10 11:00,0.15,0.097245365,0.139933297,0.143013122,0.106,0.083272943,0.177,0.225,0.205,0.096,0.227138485,0.083,0.127051694,0.189212261,0.15,0.094,0.366,0.133
2015-01-10 12:00,0.189,0.128905851,0.141466378,0.190488173,0.138,0.092899614,0.283,0.303,0.304,0.105,0.318612166,0.106,0.173635969,0.286424523,0.176,0.122,0.331,0.174
2015-01-10 13:00,0.113,0.100811702,0.073733189,0.143254575,0.108,0.051788239,0.289,0.262,0.298,0.081,0.326365856,0.081,0.107462931,0.301934769,0.116,0.066,0.259,0.171
2015-01-10 14:00,0.055,0.060736094,0.035866595,0.058669285,0.039,0.015272943,0.186,0.158,0.164,0.023,0.197416432,0.048,0.057142702,0.189930671,0.052,0.036,0.158,0.082
2015-01-10 15:00,0.003,0.005415122,0.002,0.002,0.001,0,0.023,0.018,0.014,0,0.023308118,0.004,0.004411237,0.023085724,0.002,0.002,0.027,0.007
2015-01-10 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-10 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-10 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-10 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-10 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-10 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-10 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-10 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-11 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-11 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-11 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-11 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-11 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-11 05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-11 06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-11 07:00,0.001,0.001,0.001,0.00012336,0,0,0.001,0.009,0,0,0.003018396,0.001,0.001147191,0,0,0.001,0.067,0.009
2015-01-11 08:00,0.035,0.023830243,0.041333514,0.036986878,0.038,0.035434511,0.03,0.067,0.025,0.049,0.040040373,0.021,0.029913481,0.025416325,0.038,0.028,0.28,0.073
2015-01-11 09:00,0.119,0.123830243,0.119266811,0.100220477,0.135,0.171172557,0.132,0.194,0.121,0.129,0.164953006,0.121,0.126649435,0.122208163,0.101,0.129,0.49,0.279
2015-01-11 10:00,0.2,0.201905851,0.227133946,0.220577435,0.259,0.279534898,0.216,0.312,0.183,0.257,0.249456316,0.198,0.197091008,0.202126537,0.214,0.199,0.593,0.469
2015-01-11 11:00,0.352,0.233245365,0.387533622,0.365577435,0.389,0.417888625,0.26,0.357,0.273,0.379,0.303218743,0.22,0.290264046,0.254371414,0.368,0.262,0.551,0.522
2015-01-11 12:00,0.345,0.279660486,0.359333514,0.385052486,0.353,0.427515295,0.345,0.4,0.328,0.226,0.364789505,0.261,0.328060672,0.323624488,0.379,0.307,0.512,0.571
2015-01-11 13:00,0.275,0.165736094,0.286400216,0.270356958,0.281,0.314757648,0.27,0.332,0.266,0.228,0.304729705,0.144,0.230294382,0.270836749,0.273,0.181,0.472,0.46
2015-01-11 14:00,0.102,0.084660486,0.129933838,0.158643042,0.174,0.179989011,0.12,0.13,0.096,0.173,0.127170664,0.079,0.091441573,0.117044911,0.147,0.081,0.261,0.233
2015-01-11 15:00,0.016,0.004,0.019133405,0.01824672,0.02,0.026676864,0.004,0.008,0.009,0.017,0.008480844,0.004,0.009294382,0.004624488,0.019,0.008,0.048,0.037
2015-01-11 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-11 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-11 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-11 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-11 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-11 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-11 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-11 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-12 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-12 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-12 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-12 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-12 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-12 05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-12 06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-12 07:00,0.028,0.01,0.030866595,0.045766402,0.052,0.05040392,0.015,0.05,0.019,0.064,0.025835468,0.009,0.017264046,0.015416325,0.038,0.013,0.113,0.093
2015-01-12 08:00,0.165,0.074,0.146132865,0.26492386,0.32,0.362545886,0.128,0.211,0.183,0.298,0.213098654,0.065,0.126965175,0.161542862,0.205,0.09,0.411,0.431
2015-01-12 09:00,0.261,0.197226824,0.248133405,0.333377935,0.377,0.405008614,0.323,0.461,0.305,0.337,0.379058281,0.172,0.230198885,0.307130636,0.29,0.181,0.605,0.576
2015-01-12 10:00,0.475,0.280830243,0.468066703,0.396304472,0.402,0.397270568,0.425,0.539,0.441,0.373,0.500876872,0.247,0.429857298,0.445126537,0.412,0.355,0.677,0.628
2015-01-12 11:00,0.54,0.506339514,0.489665946,0.491052486,0.501,0.497866648,0.621,0.645,0.581,0.518,0.636324452,0.48,0.577411237,0.628506148,0.477,0.552,0.698,0.656
2015-01-12 12:00,0.371,0.489717554,0.299065621,0.365267696,0.444,0.558978023,0.585,0.645,0.45,0.403,0.543200781,0.464,0.457852809,0.532926572,0.315,0.463,0.65,0.65
2015-01-12 13:00,0.214,0.229038526,0.193599784,0.295488173,0.402,0.518039204,0.4,0.505,0.276,0.39,0.375077654,0.192,0.234675282,0.334677597,0.234,0.202,0.554,0.566
2015-01-12 14:00,0.161,0.102057067,0.171466919,0.275078729,0.343,0.390050193,0.251,0.322,0.194,0.352,0.252495659,0.077,0.132969664,0.214632685,0.225,0.091,0.368,0.414
2015-01-12 15:00,0.057,0.023830243,0.061,0.098916005,0.115,0.136,0.058,0.067,0.063,0.105,0.07346603,0.018,0.041969664,0.058751025,0.084,0.027,0.097,0.148
2015-01-12 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-12 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-12 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-12 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-12 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-12 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-12 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-12 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-13 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-13 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-13 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-13 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-13 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-13 05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-13 06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-13 07:00,0.095,0.151396581,0.079533081,0.090532804,0.089,0.076707455,0.169,0.208,0.127,0.071,0.148148687,0.147,0.112380901,0.144836749,0.085,0.116,0.171,0.131
2015-01-13 08:00,0.355,0.410981459,0.337399676,0.356422565,0.361,0.346718443,0.438,0.472,0.396,0.337,0.42275114,0.405,0.374792137,0.417004099,0.346,0.375,0.42,0.397
2015-01-13 09:00,0.505,0.555981459,0.491666486,0.510286084,0.516,0.509283932,0.582,0.619,0.541,0.502,0.567335196,0.55,0.520792137,0.561212261,0.502,0.52,0.58,0.439
2015-01-13 10:00,0.58,0.624396581,0.574733189,0.591656164,0.602,0.590152955,0.63,0.689,0.589,0.588,0.599957076,0.62,0.587411237,0.593959187,0.583,0.593,0.65,0.542
2015-01-13 11:00,0.6,0.59888731,0.592799892,0.614409444,0.626,0.604498068,0.624,0.696,0.606,0.612,0.601756783,0.587,0.577,0.586416325,0.604,0.565,0.619,0.605
2015-01-13 12:00,0.557,0.504566338,0.552799892,0.574656164,0.587,0.568255716,0.569,0.605,0.572,0.578,0.569645377,0.487,0.536822473,0.571085724,0.564,0.507,0.477,0.509
2015-01-13 13:00,0.443,0.360830243,0.451,0.464259841,0.475,0.480637659,0.418,0.433,0.433,0.483,0.434790482,0.35,0.411558427,0.446044911,0.459,0.377,0.364,0.374
2015-01-13 14:00,0.27,0.163,0.278,0.299396322,0.315,0.291283932,0.181,0.215,0.242,0.312,0.22327545,0.157,0.218030336,0.207914276,0.289,0.19,0.244,0.277
2015-01-13 15:00,0.058,0.025584878,0.062,0.076889762,0.087,0.070465102,0.037,0.036,0.06,0.083,0.055808389,0.023,0.041116855,0.049791837,0.07,0.03,0.052,0.085
2015-01-13 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-13 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-13 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-13 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-13 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-13 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-13 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-13 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-14 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-14 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-14 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-14 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-14 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-14 05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-14 06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-14 07:00,0.007,0.010830243,0.003866595,0.006383201,0.003,0.000919216,0.019,0.039,0.012,0,0.016018396,0.009,0.008705618,0.012583675,0.005,0.008,0.031,0.017
2015-01-14 08:00,0.029,0.050151216,0.024933297,0.033766402,0.027,0.021838432,0.074,0.138,0.045,0.017,0.063143586,0.044,0.030675282,0.052502049,0.031,0.029,0.135,0.061
2015-01-14 09:00,0.093,0.066905851,0.092066703,0.15133857,0.112,0.090384318,0.101,0.168,0.108,0.083,0.115811971,0.059,0.073056183,0.097542862,0.133,0.058,0.219,0.14
2015-01-14 10:00,0.192,0.115339514,0.152399676,0.207858252,0.156,0.136353727,0.206,0.185,0.315,0.104,0.317990829,0.105,0.173432595,0.292591872,0.191,0.128,0.247,0.255
2015-01-14 11:00,0.169,0.155396581,0.136866595,0.210254575,0.177,0.198949807,0.322,0.304,0.336,0.096,0.383443021,0.136,0.162843832,0.355559257,0.186,0.118,0.304,0.357
2015-01-14 12:00,0.158,0.127736094,0.132466378,0.18133857,0.165,0.178738046,0.257,0.263,0.278,0.109,0.315288203,0.11,0.146198885,0.281844946,0.165,0.106,0.335,0.334
2015-01-14 13:00,0.109,0.128584878,0.08826627,0.144721771,0.143,0.138657261,0.197,0.191,0.175,0.109,0.219829824,0.12,0.133376412,0.208840848,0.119,0.122,0.282,0.253
2015-01-14 14:00,0.053,0.053905851,0.059266811,0.077026243,0.065,0.057757648,0.099,0.118,0.066,0.05,0.090601422,0.047,0.045056183,0.082420424,0.073,0.033,0.166,0.129
2015-01-14 15:00,0.005,0.002,0.006066703,0.011506561,0.009,0.009,0.007,0.01,0.008,0.006,0.010700564,0.001,0.003705618,0.006791837,0.01,0.002,0.03,0.022
2015-01-14 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-14 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-14 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-14 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-14 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-14 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-14 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-14 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-15 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-15 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-15 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-15 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-15 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-15 05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-15 06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-15 07:00,0.008,0.024075608,0.005933297,0.014889762,0.016,0.023130977,0.037,0.072,0.016,0.008,0.028644346,0.022,0.011705618,0.026710212,0.01,0.012,0.089,0.062
2015-01-15 08:00,0.054,0.125472189,0.041666486,0.066422565,0.077,0.138109,0.18,0.243,0.089,0.042,0.132274365,0.117,0.071969664,0.137008197,0.053,0.074,0.255,0.249
2015-01-15 09:00,0.081,0.167717554,0.076933297,0.148351692,0.201,0.382827443,0.213,0.291,0.125,0.124,0.174073041,0.162,0.098969664,0.174759222,0.111,0.103,0.285,0.469
2015-01-15 10:00,0.167,0.19088731,0.174533622,0.394892351,0.454,0.528991386,0.306,0.316,0.275,0.338,0.316980573,0.177,0.153584275,0.308681695,0.297,0.128,0.271,0.657
2015-01-15 11:00,0.328,0.335151216,0.310133405,0.425650897,0.388,0.339615682,0.482,0.429,0.463,0.293,0.490426145,0.315,0.328584275,0.500681695,0.385,0.288,0.283,0.629
2015-01-15 12:00,0.315,0.436811702,0.335333514,0.28341471,0.289,0.305927829,0.48,0.483,0.294,0.264,0.35073779,0.426,0.37115168,0.40855106,0.295,0.394,0.25,0.512
2015-01-15 13:00,0.259,0.269924392,0.273733189,0.273,0.296,0.342604693,0.233,0.249,0.192,0.263,0.193354623,0.269,0.276857298,0.213746926,0.264,0.304,0.106,0.473
2015-01-15 14:00,0.128,0.12650927,0.125666486,0.215994734,0.267,0.308657261,0.125,0.101,0.137,0.236,0.133009713,0.128,0.134852809,0.141959187,0.17,0.138,0.051,0.36
2015-01-15 15:00,0.035,0.017169757,0.032866595,0.070052486,0.081,0.078111375,0.027,0.015,0.045,0.07,0.036725092,0.016,0.028675282,0.040375512,0.053,0.021,0.006,0.101
2015-01-15 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-15 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-15 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-15 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-15 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-15 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-15 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-15 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-16 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-16 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-16 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-16 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-16 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-16 05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-16 06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-16 07:00,0.005,0.010245365,0.004933297,0.012013122,0.009,0.005676864,0.012,0.031,0.006,0.004,0.007584057,0.009,0.004852809,0.006791837,0.008,0.005,0.007,0.016
2015-01-16 08:00,0.049,0.044075608,0.044733189,0.088202089,0.072,0.054141966,0.05,0.08,0.05,0.041,0.050046505,0.042,0.041705618,0.046791837,0.069,0.037,0.03,0.099
2015-01-16 09:00,0.109,0.080660486,0.104399676,0.239482907,0.201,0.151618057,0.091,0.124,0.11,0.109,0.106751682,0.077,0.089147191,0.096208163,0.177,0.079,0.049,0.26
2015-01-16 10:00,0.177,0.109830243,0.162999459,0.334438276,0.263,0.163679239,0.127,0.165,0.177,0.135,0.167185533,0.105,0.138852809,0.144457138,0.258,0.118,0.07,0.385
2015-01-16 11:00,0.152,0.134245365,0.121932756,0.2068005,0.162,0.09504158,0.153,0.186,0.18,0.086,0.182881485,0.13,0.148030336,0.164375512,0.167,0.14,0.081,0.288
2015-01-16 12:00,0.086,0.122736094,0.064399676,0.086805766,0.082,0.052111375,0.148,0.188,0.127,0.053,0.149774148,0.118,0.102852809,0.142212261,0.074,0.104,0.082,0.186
2015-01-16 13:00,0.043,0.081396581,0.034866595,0.049656164,0.05,0.03859608,0.1,0.148,0.067,0.029,0.083975472,0.077,0.050558427,0.077669399,0.042,0.052,0.057,0.125
2015-01-16 14:00,0.024,0.031075608,0.018866595,0.027519682,0.025,0.016757648,0.039,0.064,0.034,0.012,0.038648958,0.029,0.022852809,0.03316735,0.023,0.022,0.023,0.068
2015-01-16 15:00,0.002,0.001415122,0.000933297,0.00175328,0.002,0.001,0.003,0.004,0.004,0,0.004266225,0.001,0.001852809,0.003791837,0.001,0.001,0,0.009
2015-01-16 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-16 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-16 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-16 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-16 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-16 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-16 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-16 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-17 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-17 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-17 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-17 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-17 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-17 05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-17 06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-17 07:00,0.004,0.004,0.003,0.00387664,0.003,0.002919216,0.006,0.007,0.004,0.002,0.004850282,0.004,0.004,0.004791837,0.004,0.003,0.003,0.007
2015-01-17 08:00,0.032,0.030415122,0.03,0.030629921,0.028,0.027080784,0.037,0.043,0.031,0.023,0.035602453,0.029,0.032,0.032791837,0.03,0.03,0.024,0.051
2015-01-17 09:00,0.069,0.061245365,0.067,0.067506561,0.064,0.05759608,0.079,0.092,0.074,0.057,0.083887074,0.057,0.064411237,0.077542862,0.067,0.057,0.058,0.097
2015-01-17 10:00,0.086,0.096660486,0.086066703,0.084,0.083,0.078676864,0.113,0.139,0.088,0.079,0.114198774,0.093,0.092147191,0.1013347,0.083,0.091,0.107,0.141
2015-01-17 11:00,0.093,0.104660486,0.089,0.08787664,0.094,0.092272943,0.117,0.167,0.094,0.093,0.118614717,0.101,0.098264046,0.104751025,0.086,0.097,0.129,0.151
2015-01-17 12:00,0.074,0.08749073,0.077200108,0.075863519,0.082,0.086838432,0.102,0.159,0.075,0.087,0.099717929,0.084,0.076558427,0.088918374,0.075,0.074,0.123,0.113
2015-01-17 13:00,0.051,0.053245365,0.055200108,0.051986878,0.058,0.065807841,0.059,0.102,0.049,0.071,0.06112519,0.051,0.051147191,0.053583675,0.052,0.05,0.095,0.069
2015-01-17 14:00,0.022,0.022830243,0.024133405,0.022370079,0.025,0.033292545,0.025,0.045,0.021,0.03,0.02518651,0.022,0.021147191,0.021791837,0.023,0.021,0.043,0.029
2015-01-17 15:00,0.001,0,0.002,0.002,0.003,0.00640392,0.001,0.002,0.001,0.003,0.001,0,0.001,0.001,0.002,0,0.003,0.003
2015-01-17 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-17 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-17 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-17 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-17 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-17 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-17 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-17 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-18 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-18 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-18 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-18 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-18 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-18 05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-18 06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-18 07:00,0.035,0.064396581,0.030200108,0.061545925,0.061,0.055192159,0.114,0.118,0.078,0.037,0.101546234,0.058,0.037969664,0.097297986,0.049,0.032,0.125,0.132
2015-01-18 08:00,0.189,0.266283891,0.164667027,0.258391056,0.251,0.252414909,0.378,0.357,0.315,0.164,0.355835956,0.249,0.195731465,0.351722508,0.223,0.17,0.335,0.413
2015-01-18 09:00,0.399,0.447944378,0.351066703,0.421994734,0.426,0.433384318,0.559,0.537,0.526,0.342,0.547051606,0.428,0.384376412,0.537053109,0.395,0.339,0.476,0.558
2015-01-18 10:00,0.534,0.549114134,0.494799892,0.555598411,0.561,0.585949807,0.651,0.644,0.633,0.483,0.646981604,0.53,0.499792137,0.634134734,0.534,0.451,0.573,0.643
2015-01-18 11:00,0.572,0.563114134,0.540866595,0.596832009,0.608,0.636707455,0.667,0.659,0.657,0.547,0.678770567,0.546,0.521908992,0.659926572,0.576,0.466,0.622,0.662
2015-01-18 12:00,0.536,0.515038526,0.504799892,0.563832009,0.562,0.565061182,0.61,0.596,0.609,0.52,0.619028109,0.498,0.485025847,0.60321636,0.543,0.433,0.551,0.608
2015-01-18 13:00,0.407,0.40288731,0.377799892,0.429818888,0.411,0.380141966,0.467,0.461,0.472,0.392,0.471505372,0.391,0.380878656,0.464338798,0.414,0.348,0.406,0.427
2015-01-18 14:00,0.196,0.203981459,0.181,0.226559047,0.203,0.180353727,0.246,0.229,0.249,0.186,0.239889624,0.198,0.184908992,0.246587774,0.215,0.168,0.184,0.202
2015-01-18 15:00,0.034,0.032830243,0.030933297,0.041889762,0.036,0.03740392,0.044,0.038,0.047,0.03,0.042229433,0.031,0.030969664,0.043959187,0.041,0.027,0.031,0.038
2015-01-18 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-18 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
